action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,10931305,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cccc(C(F)(F)F)c1)C(=O)c1cc2c(Cc3ccccc3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '12.44', 'le': '0.23', 'lle': '0.32', 'sei': '7.90'}",CHEMBL2042906,,CHEMBL2042906,5.47,0,http://www.openphacts.org/units/Nanomolar,1650673,=,1,1,=,,IC50,nM,,3400.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,3.4
,,10931306,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccc(F)cc1)C(=O)c1cc2c(Cc3ccccc3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '15.30', 'le': '0.28', 'lle': '1.69', 'sei': '8.61'}",CHEMBL2042856,,CHEMBL2042856,5.96,0,http://www.openphacts.org/units/Nanomolar,1650622,=,1,1,=,,IC50,nM,,1100.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,1.1
,,10931307,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccc(Cl)cc1)C(=O)c1cc2c(Cc3ccccc3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '15.97', 'le': '0.31', 'lle': '1.70', 'sei': '9.36'}",CHEMBL2042857,,CHEMBL2042857,6.48,0,http://www.openphacts.org/units/Nanomolar,1650623,=,1,1,=,,IC50,nM,,330.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.33
,,10931308,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccc(Br)cc1)C(=O)c1cc2c(Cc3ccccc3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '13.23', 'le': '0.28', 'lle': '1.07', 'sei': '8.61'}",CHEMBL2042858,,CHEMBL2042858,5.96,0,http://www.openphacts.org/units/Nanomolar,1650624,=,1,1,=,,IC50,nM,,1100.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,1.1
,,10931309,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(CN(C)C(=O)c2cc3c(Cc4ccccc4)n[nH]c3cc2O)cc1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '16.09', 'le': '0.29', 'lle': '1.76', 'sei': '8.96'}",CHEMBL2042859,,CHEMBL2042859,6.20,0,http://www.openphacts.org/units/Nanomolar,1650625,=,1,1,=,,IC50,nM,,630.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.63
,,10931310,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1ccc(CN(C)C(=O)c2cc3c(Cc4ccccc4)n[nH]c3cc2O)cc1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '16.04', 'le': '0.29', 'lle': '1.72', 'sei': '9.26'}",CHEMBL2042860,,CHEMBL2042860,6.41,0,http://www.openphacts.org/units/Nanomolar,1650626,=,1,1,=,,IC50,nM,,390.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.39
,,10931311,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(CN(C)C(=O)c2cc3c(Cc4ccccc4)n[nH]c3cc2O)cc1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.73', 'le': '0.27', 'lle': '1.59', 'sei': '7.80'}",CHEMBL2042861,,CHEMBL2042861,6.12,0,http://www.openphacts.org/units/Nanomolar,1650627,=,1,1,=,,IC50,nM,,760.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.76
,,10931312,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(CN(C)C(=O)c2cc3c(Cc4ccccc4)n[nH]c3cc2O)c1OC,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.67', 'le': '0.27', 'lle': '2.18', 'sei': '7.22'}",CHEMBL2042862,,CHEMBL2042862,6.33,0,http://www.openphacts.org/units/Nanomolar,1650628,=,1,1,=,,IC50,nM,,470.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.47
,,10931313,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(CN(C)C(=O)c2cc3c(Cc4ccccc4)n[nH]c3cc2O)ccc1Cl,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '12.93', 'le': '0.25', 'lle': '0.85', 'sei': '7.19'}",CHEMBL2042863,,CHEMBL2042863,5.64,0,http://www.openphacts.org/units/Nanomolar,1650629,=,1,1,=,,IC50,nM,,2300.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,2.3
,,10931314,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccc(Cl)c(F)c1)C(=O)c1cc2c(Cc3ccccc3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.18', 'le': '0.27', 'lle': '1.09', 'sei': '8.68'}",CHEMBL2042864,,CHEMBL2042864,6.01,0,http://www.openphacts.org/units/Nanomolar,1650630,=,1,1,=,,IC50,nM,,980.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.98
,,10931315,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2[nH]nc(Cc3cccc(C)c3)c2cc1C(=O)N(C)Cc1ccccc1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,,CHEMBL2040871,,CHEMBL2040871,,0,http://www.openphacts.org/units/Nanomolar,1650631,>,1,1,>,,IC50,nM,,20000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,20.0
,,10931316,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccccc1)C(=O)c1cc2c(Cc3ccccc3Cl)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '13.76', 'le': '0.26', 'lle': '0.81', 'sei': '8.07'}",CHEMBL2042865,,CHEMBL2042865,5.58,0,http://www.openphacts.org/units/Nanomolar,1650632,=,1,1,=,,IC50,nM,,2600.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,2.6
,,10931317,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1Cc1n[nH]c2cc(O)c(C(=O)N(C)Cc3ccccc3)cc12,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.58', 'le': '0.26', 'lle': '1.18', 'sei': '8.12'}",CHEMBL2042866,,CHEMBL2042866,5.62,0,http://www.openphacts.org/units/Nanomolar,1650633,=,1,1,=,,IC50,nM,,2400.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,2.4
,,10931318,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccccc1)C(=O)c1cc2c(Cc3cccc(F)c3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '15.11', 'le': '0.28', 'lle': '1.62', 'sei': '8.50'}",CHEMBL2042867,,CHEMBL2042867,5.89,0,http://www.openphacts.org/units/Nanomolar,1650634,=,1,1,=,,IC50,nM,,1300.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,1.3
,,10931319,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccccc1)C(=O)c1cc2c(Cc3cccc(Cl)c3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '15.76', 'le': '0.30', 'lle': '1.62', 'sei': '9.24'}",CHEMBL2042868,,CHEMBL2042868,6.40,0,http://www.openphacts.org/units/Nanomolar,1650635,=,1,1,=,,IC50,nM,,400.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.4
,,10931320,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Cc2n[nH]c3cc(O)c(C(=O)NCc4ccccc4)cc23)c1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '15.68', 'le': '0.28', 'lle': '1.72', 'sei': '7.47'}",CHEMBL2042869,,CHEMBL2042869,5.82,0,http://www.openphacts.org/units/Nanomolar,1650636,=,1,1,=,,IC50,nM,,1500.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,1.5
,,10931321,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4ccccc4)cc23)c1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '17.13', 'le': '0.31', 'lle': '2.16', 'sei': '9.54'}",CHEMBL2042870,,CHEMBL2042870,6.60,0,http://www.openphacts.org/units/Nanomolar,1650637,=,1,1,=,,IC50,nM,,250.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.25
,,10931322,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(Cc1ccccc1)C(=O)c1cc2c(Cc3cccc(C)c3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '13.82', 'le': '0.25', 'lle': '0.69', 'sei': '7.98'}",CHEMBL2042871,,CHEMBL2042871,5.52,0,http://www.openphacts.org/units/Nanomolar,1650638,=,1,1,=,,IC50,nM,,3000.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,3.0
,,10931323,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4ccccc4)cc23)c1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.58', 'le': '0.27', 'lle': '1.71', 'sei': '7.46'}",CHEMBL2042872,,CHEMBL2042872,5.85,0,http://www.openphacts.org/units/Nanomolar,1650639,=,1,1,=,,IC50,nM,,1400.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,1.4
,,10931324,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4ccccc4)cc23)c1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.73', 'le': '0.27', 'lle': '1.20', 'sei': '8.50'}",CHEMBL2042873,,CHEMBL2042873,5.89,0,http://www.openphacts.org/units/Nanomolar,1650640,=,1,1,=,,IC50,nM,,1300.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,1.3
,,10931325,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccccc1)C(=O)c1cc2c(Cc3ccc(Cl)cc3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '12.92', 'le': '0.25', 'lle': '0.46', 'sei': '7.58'}",CHEMBL2042874,,CHEMBL2042874,5.24,0,http://www.openphacts.org/units/Nanomolar,1650641,=,1,1,=,,IC50,nM,,5700.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,5.7
,,10931326,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4ccccc4)cc23)cc1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '15.27', 'le': '0.28', 'lle': '1.45', 'sei': '8.50'}",CHEMBL2042875,,CHEMBL2042875,5.89,0,http://www.openphacts.org/units/Nanomolar,1650642,=,1,1,=,,IC50,nM,,1300.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,1.3
,,10931327,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1ccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4ccccc4)cc23)cc1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.02', 'le': '0.26', 'lle': '0.91', 'sei': '8.09'}",CHEMBL2042876,,CHEMBL2042876,5.60,0,http://www.openphacts.org/units/Nanomolar,1650643,=,1,1,=,,IC50,nM,,2500.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,2.5
,,10931328,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccccc1Br)C(=O)c1cc2c(Cc3cccc(Cl)c3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '12.85', 'le': '0.28', 'lle': '0.68', 'sei': '9.00'}",CHEMBL2042877,,CHEMBL2042877,6.23,0,http://www.openphacts.org/units/Nanomolar,1650644,=,1,1,=,,IC50,nM,,590.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.59
,,10931329,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cccc(F)c1)C(=O)c1cc2c(Cc3cccc(Cl)c3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.51', 'le': '0.28', 'lle': '1.23', 'sei': '8.88'}",CHEMBL2042878,,CHEMBL2042878,6.15,0,http://www.openphacts.org/units/Nanomolar,1650645,=,1,1,=,,IC50,nM,,710.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.71
,,10931330,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccc(F)cc1)C(=O)c1cc2c(Cc3cccc(Cl)c3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.38', 'le': '0.28', 'lle': '1.18', 'sei': '8.81'}",CHEMBL2042879,,CHEMBL2042879,6.10,0,http://www.openphacts.org/units/Nanomolar,1650646,=,1,1,=,,IC50,nM,,800.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.8
,,10931331,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN(C)C(=O)c2cc3c(Cc4cccc(Cl)c4)n[nH]c3cc2O)cc1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '13.99', 'le': '0.27', 'lle': '1.31', 'sei': '7.77'}",CHEMBL2042880,,CHEMBL2042880,6.10,0,http://www.openphacts.org/units/Nanomolar,1650647,=,1,1,=,,IC50,nM,,800.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.8
,,10931332,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN(C)C(=O)c2cc3c(Cc4cccc(Cl)c4)n[nH]c3cc2O)cc1OC,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '13.17', 'le': '0.25', 'lle': '1.34', 'sei': '7.00'}",CHEMBL2042881,,CHEMBL2042881,6.14,0,http://www.openphacts.org/units/Nanomolar,1650648,=,1,1,=,,IC50,nM,,730.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.73
,,10931333,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cccc(NS(C)(=O)=O)c1)C(=O)c1cc2c(Cc3cccc(Cl)c3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '12.80', 'le': '0.26', 'lle': '2.23', 'sei': '5.54'}",CHEMBL2042882,,CHEMBL2042882,6.39,0,http://www.openphacts.org/units/Nanomolar,1650649,=,1,1,=,,IC50,nM,,410.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.41
,,10931334,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccc(CNS(C)(=O)=O)cc1)C(=O)c1cc2c(Cc3cccc(Cl)c3)n[nH]c2cc1O,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.08', 'le': '0.28', 'lle': '3.39', 'sei': '6.26'}",CHEMBL2042883,,CHEMBL2042883,7.22,0,http://www.openphacts.org/units/Nanomolar,1650650,=,1,1,=,,IC50,nM,,60.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.06
,,10931335,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4ccccc4Br)cc23)c1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '13.15', 'le': '0.28', 'lle': '0.91', 'sei': '8.82'}",CHEMBL2042760,,CHEMBL2042760,6.11,0,http://www.openphacts.org/units/Nanomolar,1650514,=,1,1,=,,IC50,nM,,780.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.78
,,10931336,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4cccc(F)c4)cc23)c1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '15.94', 'le': '0.29', 'lle': '1.85', 'sei': '9.29'}",CHEMBL2042761,,CHEMBL2042761,6.43,0,http://www.openphacts.org/units/Nanomolar,1650515,=,1,1,=,,IC50,nM,,370.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.37
,,10931337,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4ccc(F)cc4)cc23)c1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '15.46', 'le': '0.28', 'lle': '1.66', 'sei': '9.01'}",CHEMBL2042762,,CHEMBL2042762,6.24,0,http://www.openphacts.org/units/Nanomolar,1650516,=,1,1,=,,IC50,nM,,580.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.58
,,10931338,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN(C)C(=O)c2cc3c(Cc4cccc(C)c4)n[nH]c3cc2O)cc1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '15.25', 'le': '0.28', 'lle': '1.89', 'sei': '8.08'}",CHEMBL2042763,,CHEMBL2042763,6.34,0,http://www.openphacts.org/units/Nanomolar,1650517,=,1,1,=,,IC50,nM,,460.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.46
,,10931339,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4ccc(Cl)c(F)c4)cc23)c1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '15.46', 'le': '0.30', 'lle': '1.54', 'sei': '9.78'}",CHEMBL2042764,,CHEMBL2042764,6.77,0,http://www.openphacts.org/units/Nanomolar,1650518,=,1,1,=,,IC50,nM,,170.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.17
,,10931340,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(CN(C)C(=O)c2cc3c(Cc4cccc(C)c4)n[nH]c3cc2O)ccc1Cl,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '13.71', 'le': '0.26', 'lle': '1.07', 'sei': '7.86'}",CHEMBL2042765,,CHEMBL2042765,6.17,0,http://www.openphacts.org/units/Nanomolar,1650519,=,1,1,=,,IC50,nM,,680.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.68
,,10931341,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN(C)C(=O)c2cc3c(Cc4cccc(C)c4)n[nH]c3cc2O)cc1OC,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.00', 'le': '0.26', 'lle': '1.78', 'sei': '7.11'}",CHEMBL2040870,,CHEMBL2040870,6.24,0,http://www.openphacts.org/units/Nanomolar,1650520,=,1,1,=,,IC50,nM,,580.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.58
,,10931342,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4ccc(F)c(F)c4)cc23)c1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.95', 'le': '0.28', 'lle': '1.58', 'sei': '9.10'}",CHEMBL2042766,,CHEMBL2042766,6.30,0,http://www.openphacts.org/units/Nanomolar,1650521,=,1,1,=,,IC50,nM,,500.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.5
,,10931343,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4cccc(NS(C)(=O)=O)c4)cc23)c1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '14.00', 'le': '0.27', 'lle': '2.89', 'sei': '5.81'}",CHEMBL2042767,,CHEMBL2042767,6.70,0,http://www.openphacts.org/units/Nanomolar,1650522,=,1,1,=,,IC50,nM,,200.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.2
,,10931344,[],CHEMBL2044533,Displacement of [3H]17AAG from human recombinant Hsp90 after 30 mins by beta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Cc2n[nH]c3cc(O)c(C(=O)N(C)Cc4ccc(NS(C)(=O)=O)cc4)cc23)c1,,,CHEMBL2040817,Bioorg Med Chem Lett,2012,"{'bei': '13.49', 'le': '0.26', 'lle': '2.65', 'sei': '5.59'}",CHEMBL2042768,,CHEMBL2042768,6.46,0,http://www.openphacts.org/units/Nanomolar,1650523,=,1,1,=,,IC50,nM,,350.0,CHEMBL4303,Homo sapiens,Heat shock protein HSP 90-beta,9606,,,IC50,uM,UO_0000065,,0.35
